Text,BAL,BNP,NCP,BangladeshJamaat_e_Islami,JaPa
বিপ্লব মারানি দল মানেই টোকাই দল এনসিপি,2,2,4,2,2
বিপ্লব মারানিরা তরা আর কোন দিন ডাকলেও রাস্তার পাগলা কু*ত্তাও আসবে না।।,2,2,4,2,2
"তোদের প্রতি বিন্দু পরিমাণ আস্থা, ভরসা নাই জনগনের। যেটুকু আছে সেটাও নষ্ট করিস না। হালা ফুটেজখোরের বাচ্চারা",2,2,4,2,2
দেশ পরিবর্তনের এত বড় একটা সুযোগ এই বাটপারের দল নষ্ট করছে শুধুমাত্র টাকার লোভে শালারা,2,2,4,2,2
দালালি করে ৭১রে মুজিব টিকতে পারিনি আর তোরা তো বাইন*চদ ২৪ শে টিকবি কেমনে।,3,2,4,2,2
"জামায়াত জোটে বাইন*চোদ এনসিপির যোগদানের মাধ্যমে প্রানপ্রিয় জামায়াত তার ঐতিহাসিক মৃত্যু ঘটালো, জামায়াতের সম্ভাবনাও শেষ করে গেল।",2,2,4,1,2
মাঠ গোছালো প্রানপ্রিয় জামায়াত আর উড়ে এসে জুড়ে বসলো গাধার বাচ্ছার দল এনসিপি।,2,2,4,1,2
বাংলাদেশ জামাতের ইসলামী জিন্দাবাদ,2,2,2,1,2
"আগামীর বাংলাদেশ জামায়াতে ইসলামী পরিচালনা করবে, ইনশাআল্লাহ।",2,2,2,1,2
বাংলাদেশ জামায়াতে ইসলামীর নেতৃত্বের জোটই সরকার গঠন করবে ইনশাআল্লাহ।,2,2,2,1,2
জামায়াত ই একমাত্র দেশপ্রেমি সংগঠন।,2,2,2,1,2
এদেশে ইসলাম প্রতিষ্ঠা হলে প্রকৃত ইসলামই প্রতিষ্ঠা হবে।,2,2,2,1,2
ইনশাআল্লাহ জামাত শিবির দাঁড়িপাল্লা জিন্দাবাদ,2,2,2,1,2
আগামীর বাংলাদেশ ন্যায় ও ইনসাফের বাংলাদেশ,2,2,2,1,2
আগামীর বাংলাদেশ কোরআন সুন্নাহর বাংলাদেশ,2,2,2,1,2
আগামীর বাংলাদেশ দাঁড়িপাল্লার বাংলাদেশ,2,2,2,1,2
ইনশাআল্লাহ দাঁড়িপাল্লা আগামীতে জয়লাভ করবে,2,2,2,1,2
"চলছে লড়াই চলবে, জামায়াত শিবির লড়বে",2,2,2,1,2
জামা'তকে আর কেউ থামিয়ে রাখতে পারবে না,2,2,2,1,2
৫৪ বছর আগে ইসলাম! (জামা'ত ইসলামী) পরাজিত হলেও এবার আর পরাজিত হওয়ার কোন চান্স নাই!!!,2,2,2,1,2
ইনশাআল্লাহ জালেমরা পরাজিত হবে আর মজলুমরা জয়ী হবে,2,2,2,1,2
নারায়ে তাকবীর আল্লাহু আকবার বাংলাদেশ জামায়াতে ইসলামী জিন্দাবাদ জিন্দাবাদ।,2,2,2,1,2
ইনশাআল্লাহ ভোটার গান নিরবিচ্ছিন্নভাবে ভোট দিতে পারলে দাড়িপাল্লা মার্কা নির্বাচিত হবে,2,2,2,1,2
"আপনাদের নীতি-নৈতিকতা ধরে রাখুন, ইনশাআল্লাহ জামায়াতে ইসলাম হবে আগামীর বাংলাদেশ!",2,2,2,1,2
আমরা বাংলাদেশ জামায়াতে ইসলাম কে সহযোগিতা করব ,2,2,2,1,2
আল্লাহ পাক আমীরে জামায়াতকে ১৫ নং আসনে কবুল ও মঞ্জুর করে নিন নেক হায়াত দিন,2,2,2,1,2
"হে আল্লাহ তুমি ইসলামের প্রতি মানুষের ভালবাসাকে কবুল করো,মানুষ যেন ভালোবেসে ইসলামকে ক্ষমতায় নিয়ে যায় সেই তৌফিক মানুষদেরকে দান করো আমিন।",2,2,2,1,2
আল্লাহ এবার সত্যের জয় দিবেন ইনশাআল্লাহ।,2,2,2,1,2
"জামায়াতের মতো সৎ আদর্শবান শিক্ষিত মার্জিত ভাষা ব্যাবহার কারী দল বাংলাদেশে আর আসবেনা, খুব শীঘ্রই বাংলাদেশের রাষ্ট্রক্ষমতায় আসবে জামায়াত।",2,2,2,1,2
ইনশাআল্লাহ আগামী বাংলাদেশ জামাত ইসলামী ক্ষমতায় আসবি দেশের জনগণ ন্যায় ও সুবিচার পাবে।,2,2,2,1,2
আগামীর দেশ হোক ইনসাফের,2,2,2,1,2
বাংলাদেশ সব দলে দেখেছি এবার দেখতে চাই মহান পবিত্র আল কুরআনের ন্যায়নীতির রাজনীতি ভবিষ্যৎ প্রজন্ম বাস্তবায়ন করবে ইনশাআল্লাহ,2,2,2,1,2
আগামীর বাংলাদেশ ইসলামের বাংলাদেশ,2,2,2,1,2
বাংলাদেশ একমাত্র জমায়াতে ইসলামীর হাতেই নিরাপদ।,2,2,2,1,2
আল্লাহর কাছে দোয়া করি খুব শীঘ্রই যেনো জামায়াত ক্ষমতায় আসে,2,2,2,1,2
দেশের বর্তমান রাজনৈতিক দলের চরিত্র থেকে আপনাদের নেতাকর্মীদের চরিএ অনেকটাই ভালো,2,2,2,1,2
"এই দেশকে বদলাবে বক্তৃতা নয়, আদর্শের আগুন! যে আদর্শের নাম জামায়াতে ইসলামী — ন্যায়ের পতাকা, বিশ্বাসের শক্তি, পরিবর্তনের প্রতীক!",2,2,2,1,2
বিএনপি-সহ একটি বিশাল চক্র জামায়াতে ইসলামীকে কোনঠাসা করতে মাঠে নেমেছে!,2,3,2,1,2
কিসের মুজিব কিসের জিয়া দেশ চলবে কুরআন দিয়া..!,3,3,2,1,2
জনগন চাচ্ছে আপনাদের মাধ্যমে পরিপূর্ণ শরিয়াহ দ্বারা খিলাফাহ রাষ্ট্র প্রতিষ্ঠা হোক ।,2,2,2,1,2
জামাত ইসলামের চেতনা আল্লাহর বিধান ক্ষমতায় আনা।,2,2,2,1,2
আল্লাহ বাংলাদেশ জামায়াতে ইসলামীর সকল সদস্য ও কর্মীদের দ্বীন কায়েমের সৈনিক হিসেবে কবুল করুন আমিন,2,2,2,1,2
"ইনশাআল্লাহ, পরিবারের সবাই জামাতকে ভোট দিবো।",2,2,2,1,2
জামায়াত সবসময় মানুষ গড়ার কারিগর,2,2,2,1,2
বাংলাদেশ জামায়াতে ইসলামী ও শিবিরের অনেক রক্ত যরেচে এই দেশে আর না আগামীতে জামায়াতে ইসলামীকে সরকারের আসনে দেখতে চাই,2,2,2,1,2
ইনসাফের মার্কা দাড়িপাল্লার মার্কা,2,2,2,1,2
আল্লাহর আইন যেখানে সীল মারবো সেখানে,2,2,2,1,2
আল কোরআনের আলো সংসদে জ্বালো,2,2,2,1,2
আওয়ামী লীগ জামাতকে নির্যাতন করতে করতে জনপ্রিয়তা বাড়িয়েছেন আর বিএনপি এনসিপি সমালোচনা করতে করতে সরকার গঠন করা পর্যন্ত নিয়ে যাবেন ইনশাআল্লাহ,3,3,3,1,2
দাঁড়িপাল্লা ভোট দিব,2,2,2,1,2
"এবার জনগণ চাঁ'দাবাজ স'ন্ত্রাসী ঠেকাতে জামায়েতকে ভোট দেবে, ইনশাআল্লাহ",2,2,2,1,2
তারুণ্যের প্রথম ভোট দাঁড়িপাল্লার পক্ষে হোক,2,2,2,1,2
জামাত ইসলাম কে বাংলাদেশ সরকার হিসেবে দেখতে চাই,2,2,2,1,2
"দাঁড়িপাল্লা দাঁড়িপাল্লা রহম কর হে আল্লাহ, দুর্নীতি আর চাঁদাবাজি চাইনা আমরা এ দেশে, আল্লাহ তুমি রহম করো মানুষকে ভালোবেসে ।",2,2,2,1,2
জামায়াত জাতির কান্ডারী,2,2,2,1,2
আল কুরআনের আইন চাই সৎ লোকের শাসন চাই,2,2,2,1,2
এই জাতিকে আলোর দিশা দেখাতে পারে একমাত্র বাংলাদেশ জামাতে ইসলামী,2,2,2,1,2
"দাড়িপাল্লা জামায়াত ইসলামী একমাত্র বাংলাদেশ কে সুন্দর ভাবে পরিচালনা করতে পারে, আর বাকি যত গূলো দল আছে সবাই দুরনিতি বাজ",3,3,3,1,3
জনগণের মার্কা দাঁড়িপাল্লা মার্কা,2,2,2,1,2
বাংলাদেশ জামাতে ইসলামী মিথ্যা কথা বলে না ওরা,2,2,2,1,2
দেশের সাধারণ মানুষের মনে ভালোবাসার এক নাম এখন বাংলাদেশ জামায়াতে ইসলাম,2,2,2,1,2
আলহামদুলিল্লাহ জামায়াত ইসলাম কে আল্লাহ এর জন্য ভালোবাসি,2,2,2,1,2
বাংলাদেশ জামাত ইসলাম সত্যবাদী দল,2,2,2,1,2
বাংলাদেশ জামায়াতে ইসলামী ছাত্রশিবির জিন্দাবাদ সবার জন্য দোয়া ও ভালোবাসা রইলো,2,2,2,1,2
"আল্লহ তায়ালার আইন চাই, সত লোকের শাসন চাই",2,2,2,1,2
জামাত ইসলাম মানেই একটা ব্র্যান্ড,2,2,2,1,2
এই দেশ ও জাতির মুক্তি একমাত্র ইসলাম প্রতিষ্ঠার মাধ্যমেই সম্ভব।,2,2,2,1,2
নিজের খাই নিজের পরি ভালো লাগে তাই দ্বীন কায়েমের জন্য শিবির করি,2,2,2,1,2
"ডা. শফিকুর রহমান মহোদয়ের এই অঙ্গীকার শুধু একটি বাক্য নয়, এটি এক ঈমানি শপথ — অন্যায়ের অন্ধকারে ন্যায়ের আলো জ্বালানোর প্রতিশ্রুতি।",2,2,2,1,2
আগামী দিনে জামায়াতে ইসলামীর বিজয় লাভ দেখবো ইনশাআল্লাহ,2,2,2,1,2
জামাত জিতবে,2,2,2,1,2
জনগণ জামায়াতকে ক্ষমতায় দেখতে চায়,2,2,2,1,2
জামায়াতে ইসলামীর মাধমেই এদেশে ইসলামী রাষ্ট্র ব্যবস্থা প্রতিষ্ঠিত হবে ইনশাআল্লাহ।,2,2,2,1,2
"নৌকা লাঙ্গল ধানের শীষ সবার নাটক দেখা শেষ, এবার জামায়াতে ইসলামীর বাংলাদেশ।",3,3,2,1,3
অবাধ সুষ্ঠু নিরপেক্ষ নির্বাচন হলে বাংলাদেশ জামায়াতে ইসলামী বিপুল ভোটে বিজয় অর্জন করবে ইনশা আল্লাহ।,2,2,2,1,2
নতুন প্রজন্মের প্রথম ভোট দাড়ি পাল্লা মার্কায় হোক।,2,2,2,1,2
জামাত করিনা তবে পছন্দ করি,2,2,2,1,2
"আমি একজন মুসলিম হিসেবে বলতে চাই — আমরা যেন এমন দল ও নেতৃত্বকে সমর্থন করি, যারা কোরআন ও সুন্নাহকে ভিত্তি করে দেশ পরিচালনা করতে চায়, জনগণের ন্যায্য অধিকার আদায়ের জন্য কাজ করে, এবং সমাজে ন্যায়, সততা ও শান্তি প্রতিষ্ঠা করে।",2,2,2,1,2
"বর্তমান সময়ে দেখা যাচ্ছে, ইসলামী দলগুলোর নেতৃবৃন্দ আলেম-ওলামা, শিক্ষিত ও নীতিবান মানুষ, জনগণের হক নষ্ট করে না, বরং ন্যায় ও ইনসাফ প্রতিষ্ঠার জন্য কাজ করে যাচ্ছে।",2,2,2,1,2
ইনশাআল্লাহ ইসলামের জয় হবেই,2,2,2,1,2
"জামায়াতে ইসলামীর কেন্দ্রীয়, জেলা ও উপজেলা কমিটি সৎ ও মানবিক।",2,2,2,1,2
"গ্রামের জামায়াত নেতৃত্ব নিজেদের চরিত্র উন্নত মানের স্তরে নিয়ে যাবে, এটাই প্রত্যাশা।",2,2,2,1,2
আমাদের উদারতা কে ওরা দূর্বল মনে করে ইনশাআল্লাহ দাড়িপাল্লায় ই বিজয়,2,2,2,1,2
কোরআনের আলো ঘরে ঘরে জ্বালো জামাত ইসলামের জিন্দাবাদ বাংলাদেশ জিন্দাবাদ,2,2,2,1,2
মাশাআল্লাহ আগামীর বাংলাদেশ ইসলামের বাংলাদেশ নারায়ে তাকবির আল্লাহু আকবার,2,2,2,1,2
মহান রাব্বুল আলামীন আমীরে জামায়াতকে বাংলাদেশের সর্বচ্চো আসনে অধিষ্ঠিত করুন।,2,2,2,1,2
একমাত্র জামাত ইসলামের মানুষগুলোই সৎ এবং নির্ভীক,2,2,2,1,2
যদি নিজের দেশের সন্তানদের ভালো চান জামায়াত ইসলামী দলগুলোকে ক্ষমতায় আনেন।,2,2,2,1,2
"জামায়াতের মতো সৎ আদর্শবান শিক্ষিত মার্জিত ভাষা ব্যাবহার কারী দল বাংলাদেশে আর আসবেনা, খুব শীঘ্রই বাংলাদেশের রাষ্ট্রক্ষমতায় আসবে জামায়াত।",2,2,2,1,2
"দাড়িপাল্লার” প্রতিটি পদক্ষেপ আজ ন্যায়, পরিবর্তন ও আশার প্রতীক হয়ে উঠছে।",2,2,2,1,2
বাংলাদেশ জামায়াতে ইসলামী একবার সুযোগ পেলে ৫৩ বছর পিছিয়ে থাকা বাংলাদেশকে ১০০ বছর এগিয়ে নিয়ে যাবে ইনশাআল্লাহ,2,2,2,1,2
আল্লাহর পথে পথপ্রদর্শন করুন কোন ব্যক্তি বা দলের স্বার্থে দ্বীনের ক্ষতি থেকে বিরত রাখুন।,2,2,2,1,2
"জামায়াতে ইসলামী একমাত্র দল, যাদের নিজেদের ভিতোর কোনো মারামারি খুন খারাবি নেই আলহামদুলিল্লাহ।",2,2,2,1,2
চাঁদাবাজ সন্ত্রাসীকে বিদায় করতে জামাত কে ভোট দিন ✌️,2,2,2,1,2
"জামাতের উচিত এসব সংকীর্ণ চিন্তাভাবনা বাদ দিয়ে, দলীয় স্বার্থ বাদ দিয়ে, দেশ ও জাতীয় স্বার্থ চিন্তা করা।",2,2,2,1,2
তরুণ প্রজন্ম জামাতকে ক্ষমতায় দেখতে চায়,2,2,2,1,2
ইনশাআল্লাহ জামাত ইসলাম ভালো দল,2,2,,1,2
জামায়াত ইসলাম কে জনগণ চায়,2,2,2,1,2
কাজ দিয়ে এগিয়ে যাবে সকলের কাছে জনপথের কাছে সকল ব্যক্তিত্বের কাছে বাংলাদেশ জামায়াতে ইসলামী,2,2,2,1,2
বাংলাদেশের একমাত্র ইসলামী দল জামায়াতে ইসলামী বাংলাদেশ.,2,2,2,1,2
ইনশাআল্লাহ ইসলামের বিজয় হবে,2,2,2,1,2
বাংলাদেশ জামায়াতে ইসলামী একটি আদর্শিক সংগঠন।,2,2,2,1,2
জামায়াতে ইসলামী সংগঠনের নেতা ও যোগ্য নেতৃত্ব প্রতিনিয়ত দেশ জাতির কল্যাণে কাজ করছে।,2,2,2,1,2
বাংলাদেশ জামায়াতে ইসলামী একটি আদর্শভিত্তিক সংগঠন যার উদ্দেশ্য সমাজের শান্তি ও ন্যায়বিচার প্রতিষ্ঠা।,2,2,2,1,2
জামায়াত সম্পর্কে বিভ্রান্তিকর সংবাদ পরিবেশন থেকে বিরত থাকবেন।,2,2,2,1,2
বাংলাদেশ জামায়াতে ইসলামী ক্রমাগত মানবতার কল্যাণে কাজ করে যাবে ইনশাআল্লাহ।,2,2,2,1,2
"সবাই জামায়াতে ইসলামী কে দাঁড়িপাল্লা ভোট দিয়ে ক্ষমতায় বসান, দেখবেন দেশে শান্তি আর শান্তি পাবেন ইনশাআল্লাহ",2,2,2,1,2
আদর্শের অপর নাম বাংলাদেশ জামায়াতে ইসলাম,2,2,2,1,2
জামায়াত একটি উদার মধ্যপন্থী ইসলামি ভাবধারার রাজনৈতিক দল।,2,2,2,1,2
"হাজার হাজার শিক্ষিত মেধাবী তরুণ,যুবক,মধ্যবয়সী পুরুষ মহিলা এ-ই সংগঠন এর প্রাণ, নিবেদিত কর্মী।",2,2,2,1,2
বাংলাদেশের প্রতিটি আনাচে-কানাচে প্রতিটি শহরে বন্দরে প্রত্যেকটি জায়গায় ন্যায় ও ইনসাফের প্রতীক দাড়িপাল্লার জয় ধ্বনি হোক,2,2,2,1,2
একমাত্র জামায়াত এর হাতে ক্ষমতা গেলে এই দেশ শান্ত থাকবে সবাই শান্তিতে থাকবে।,2,2,2,1,2
যতই দিন যাচ্ছে ততই জামাতে ইসলামের জনপ্রিয়তা বৃদ্ধি পাচ্ছে আলহামদুলিল্লাহ,2,2,2,1,2
জামায়াতের জনপ্রিয়তা বাড়তেছে,2,2,2,1,2
ইনশাল্লাহ ইসলামিক দলগুলো ঐক্য থাকলে দেশবাসী সঙ্গে থাকবে,2,2,2,1,2
আগামীর বাংলাদেশ আলেম ওলামায়ের বাংলাদেশ,2,2,2,1,2
ইসলামের হাত ধরেই মানুষের আশা-আকাঙ্ক্ষা পূর্ণ হবে ইনশাল্লাহ,2,2,2,1,2
ইসলামের প্রত্যেকটা আয়োজন দেখে আমি আনন্দিত প্রত্যেকটাই সফল,2,2,2,1,2
ইনশাআল্লাহ আল্লাহ রহমতে জনগণের ভোটাধিকারে ইসলামী বিপ্লবের বিজয় আসবে,2,2,2,1,2
ইনশাআল্লাহ ডা: শাফিকুর রহমান আগামীর প্রধানমন্ত্রী,2,2,2,1,2
দেশে বর্তমানে যে অবস্থা তাতে ইসলামের শাসন ছাড়া জাতির উপায় নেই।,2,2,2,1,2
"সততা, দক্ষতা ও দেশপ্রেমে গড়ে তোলে নতুন প্রজন্ম — বাংলাদেশ জামায়াতে ইসলামী ও ইসলামী ছাত্রশিবির।",2,2,2,1,2
"আলেমদের ঐক্য দেখে যালিমরা ভয়ে কাপঁছে, ইনশাআল্লাহ আগামীর বাংলাদেশ ইসলামের বাংলাদেশ।",2,2,2,1,2
"যতই দিন যাচ্ছে ততই ' জামায়াত - শিবিরের , প্রতি সাধারণ জনগণের ""শ্রদ্ধা, ভালোবাসা ও মহব্বত,, বৃদ্ধি পাচ্ছে।",2,2,2,1,2
ইনশাআল্লাহ দাড়িপাল্লাই হোক আগামীর বাংলাদেশ কোরআন এর বাংলাদেশ,2,2,2,1,2
সন্ত্রাসীদের বিরুদ্ধে বাংলাদেশে জামায়েত ইসলামীর এক একজন কর্মী এক একজন সেনাবাহিনীর ভূমিকা পালন করবে ইনশাআল্লাহ,2,2,2,1,2
বাংলাদেশ জামায়াতে ইসলামী ক্ষমতায় আসলে বাংলাদেশের মান মর্যাদা অন্যান্য দেশে বাড়বে ইনশাআল্লাহ,2,2,2,1,2
জামায়াত সবসময়ই সাম্প্রদায়িক উসকানি দিয়ে দেশের সামাজিক সম্প্রীতি নষ্ট করে জ ঙ্গি বাদী রাষ্ট্র বানাতে চায়।,2,2,2,3,2
"জামাত-শিবির জ""ঙ্গি,ইসলামের শত্রু ৷",2,2,2,3,2
জামাত-শিবিরের হাত থেকে বাংলাদেশ বাঁচাও ৷,2,2,2,3,2
"জামাত আর তামাক উভয়ই ক্ষতিকর, তামাক শরীর জন্য আর জামাত ধর্মের জন্য",2,2,2,3,2
ভন্ড মোনাফেক জামাত ,2,2,2,3,2
মুখে মধু অন্তরে বিষ এর নাম জামাত শিবির,2,2,2,3,2
রাজনীতিতে ইসলাম টানা বন্ধ করুন,2,2,2,3,2
জামাত ইসলাম কখনোই ইসলামিক দল না,2,2,2,3,2
"যে কোনো দলের নামের সামনে পিছনে ইসলাম লাগালেই, ইসলামী দল হয় না।",2,2,2,3,2
সকল অপকর্মের মুল হুতা জামায়াত,2,2,2,3,2
ধর্ম ব্যবসায়ী নেতা কবিরাজ শফিকুল রহমান,2,2,2,3,2
আমীরে জামাত আপনারা বিভ্রান্ত ও ইসলামের নামে রাজনীতি বন্ধ করুন।,2,2,2,3,2
ভন্ডামী আর মোনাফেকী বাদ দিলেই সমাজ ও রাষ্ট্র ভালোভাবে গঠন করা যাবে।,2,2,2,3,2
সুষ্ট ভোট হলে আমির সাব বিপুল ভোটে পরাজিত হবে,2,2,2,3,2
মোনাফেকের চেহারা জামায়াতে আমীরের,2,2,2,3,2
মসজিদে নামাজ পড়তে গিয়ে রাজনৈতিক কর্মকান্ড চালিয়ে সাধারণ জনগণের মধ্যে আতঙ্ক সৃষ্টি করছে এই জামাত শিবির তারা কখনো বাংলাদেশের ভালো চাইনি ,2,2,2,3,2
"নব্য স্বৈরাচার জামায়াত গোষ্ঠী—এরাই ইসলামের দুশমন, এরাই হচ্ছে সবচেয়ে বড় স্বৈরাচার।",2,2,2,3,2
ভন্ড জিন্দা অলি আইছে।,2,2,2,3,2
"জাসদী সফিক কয়দিন আগে বল্লো গীতার ভিত্তিতে ন্যায় বিচার প্রতিষ্ঠার কথা এখন বলছে কোরআন সুন্নার কথা, এটা কিরে ভাই !!? একোন মোনাফেকি",2,2,2,3,2
যে কেউ ক্ষমতায় আসুক সমস্যা নেই কিন্তু পাকিস্তানি এজেন্ট জামায়াত ইসলাম যেনো না আসে।,2,2,2,3,2
ইসলামি লেবাসের বিদায় জানাইছে জামাতিরা ক্ষমতার মোহে,2,2,2,3,2
দেখো ভাইয়া দেখো…মোনাফিকের হাট বাজার দেখো,2,2,2,3,2
"মওদুদী মোনাফেকরা, দেশে একটা অস্থিতিশীল পরিবেশ সৃষ্টি করে, দেশের মানুষকে একটা সংকটময় পরিবেশে নিয়ে যেতে চায়",2,2,2,3,2
একাত্তরের দালালরা এখন জামাতে ইসলাম,2,2,2,3,2
জামায়াতে ইসলামীর কথা ও কাজে মিল নেই,2,2,2,3,2
আগামীর বাংলাদেশ রোজা আর পূজা বিষ্ণু কৃষ্ণ মোহাম্মদ ঈসা মুসা মিলেমিশে একাকার এদের নাম বট বাহিনীর ইসলাম,2,2,2,3,2
এই দলের হেবি ওয়েট প্রার্থীরা নির্বাচনে গো হারা হারার ভয়ে পি আর কে ঢাল হিসাবে ব্যবহার করতে মরিয়া,2,2,2,3,2
আপনারার আইন হল পোজা করা আপনারা হলেন মোনাপেক,2,2,2,3,2
বাচাল আর মুনাফেকদের মিলনমেলা,2,2,2,3,2
জামায়াত একটা সুযোগ সন্ধানী শিয়াল,2,2,2,3,2
আল্লাহর নাম বলে বলে আল্লাহর সাথে ধোঁকাবাজি আর কত,2,2,2,3,2
"কোন কিছুই পরিস্কার বোঝা যায় না, কি ধোয়াসা, কি ইসলামী আইন, আল্লাহই জানে কি চান আপনারা।",2,2,2,3,2
৭১ এর গনহত্যা কারী দের রাজনীতি নিষিদ্ধ চাই।,2,2,2,3,2
"কোরআনের দোহাই দিয়ে, মানুষের ঈমান নিয়ে ছিনিমিনি খেলছে!",2,2,2,3,2
চাকরি খেকো দল জামায়াত।,2,2,2,3,2
মুনাফেকেরা কিভাবে মানুষের কললকল্যান করবে ?,2,2,2,3,2
আল কোরআন নামে আছে কাজে নাই তোমাদের।,2,2,2,3,2
"জামাত ইসলাম প্রকৃত ইসলাম নয়, এদের টা ব্যবসায়িক ইসলাম।",2,2,2,3,2
"তাদের দলের লোক রোজা পূজা কে সমান করে কথা বলে,,, ভোটের জন্য",2,2,2,3,2
তাদের দলের অনেক লোক ইসলাম অবমাননা হয় এমন কথা বলে ভোটের জন্য,2,2,2,3,2
"তাদের দলের কিছু মোল্লারা ইসলাম অবমাননার,, কথা শুনলেও প্রতিবাদ করেনা ভোটের জন্য",2,2,2,3,2
"এরা মানুষকে ইসলামের নাম দিয়ে ধোঁকা দিয়ে ক্ষমতায় আশা, এটাই তাদের মনের ইচ্ছা।",2,2,2,3,2
ভন্ডের দল জামাত।,2,2,2,3,2
আর কত ভন্ডামি ইসলামের লেভাস ধারী ভন্ড জামায়াত শিবির,2,2,2,3,2
ক্ষমতায় আসলে তো দেশটা জঙ্গিতে ভড়ায় দিবেন।,2,2,2,3,2
"৭১ থেকে জুলাই সনদ অবদি, জামাতের পল্টি থামছে না।",2,2,2,3,2
জামাত তো দেশের সাথে বেঈমানী করছে,2,2,2,3,2
পাকিস্তানের দালালেরা হুশিয়ার সাবধান,2,2,2,3,2
"জামাত ৭১ এর অপরাধী, হাসিনা ২৪ এর অপরাধী।",3,2,2,3,2
"শুধু আন্দোলন আর আন্দোলন,, জমায়েত মানে আন্দোলন বিএনপি মানে নিবাচন",2,3,2,3,2
ভণ্ড জামায়াত দেশে অরাজকতা সৃষ্টি করতে চাচ্ছে।,2,2,2,3,2
"রাজাকারেরা হাসতে হাসতে ক্ষমা চাচ্ছে,নির্বাচনকে সামনে রেখে ক্ষমা চাওয়ার নাটক.....কি লজ্জা",2,2,2,3,2
ইসকন ও ইসরায়েল ইস্যু তে ভণ্ড জামায়াত চুপ কেনো?,2,2,2,3,2
বাংলাদেশ জামাতে ইসলাম এটা একটা গাদ্দার সংগঠনের নাম।,2,2,2,3,2
এই দেশের ১৩ টা বাজাতে যা যা করা দরকার জামায়াত ইসলামী তাই করবে সাধারণ মানুষের ভোগান্তির শেষ কোথায়?,2,2,2,3,2
আপনারা শুধু ইসলাম টাকে ব্যবহার করছেন ক্ষমতায় যাওয়ার জন্য,2,2,2,3,2
ছোট বেলা থেকে জামাতি ভন্ডদের বাটপারি দেখেই বড় হইছি।,2,2,2,3,2
একটা সুন্দর দেশকে অস্থিতিশীল করতে জামাতের ভুমিকা অপরিসীম।,2,2,2,3,2
"নামধারী মুসলিম, হিন্দু, বোদ্ধা, ইহুদি, খ্রিষ্টান,ইসকন, এই সবগুলো মিক্সিং হলো জামাত।",2,2,2,3,2
"নীল নদের পানি নীল নয়, তেমনি জামাত ইসলাম ইসলামি দল নয়।",2,2,2,3,2
"শুধু নির্বাচন নয় বাংলাদেশের সকল সেক্টর, গুরুত্বপূর্ণ দপ্তর ও গুরুত্বপূর্ণ পদ থেকে এই মুনাফেকদের বিতাড়িত করতে হবে, এরা দেশের শত্রু এবং এরা ইসলামের শত্রু।।।",2,2,2,3,2
"ইসলামের নাম ভাঙিয়ে রাজনীতি, কিন্তু ইসলাম যখন আঘাতপ্রাপ্ত — তখন “নীরবতার রাজনীতি”!",2,2,2,3,2
ক্ষমতা এতো স্বাদ?! তাই বলে কি ক্ষমতার জন্য ঈমান-ইসলাম বিক্রি করে দিবেন?,2,2,2,3,2
১৯৭১ এর গনহত্যাকারী দল জামায়াত এর কোনো দাবি সরকার মেনে নেবেনা।,2,2,2,3,2
দলীয় স্বার্থে ইসলামকে ব্যবহার করেন।,2,2,2,3,2
বাংলাদেশের মাটিতে ইসলাম বিকৃত করে রাজনীতি চলবে না,2,2,2,3,2
ধর্মের নাম দিয়ে মানুষের আবেগে নিয়ে খেলা খুবই ভয়ংকর।,2,2,2,3,2
নাম ইসলামী দিয়ে অন্তরে দলীয় রাজনৈতিক বীজ বোপন একধরনের প্রতারণা।,2,2,2,3,2
দলীয় চিন্তাভাবনা নিয়ে ইসলামের দোহাই দিয়ে মানুষের আবেগকে কাজে লাগিয়ে রাজনীতি সমাজে আরো বিশৃঙ্খলা সৃষ্টি করবে।,2,2,2,3,2
"১৯৭১ এ দলীয় স্বার্থে পাকিস্তান রক্ষা, মানে ইসলাম রক্ষার দোহাই দিয়ে পাকিস্তানের সব জঘন্য কাজকে বৈধতা দিতে গিয়ে আলেম সমাজকে ৫৪ বছর কোনঠাসা করার দায় তো জামাতের।",2,2,2,3,2
মসজিদকে দলীয় অফিস না বানিয়ে নিজেদের দলীয় অফিস বানান পাড়ায় পাড়ায়।,2,2,2,3,2
মসজিদ কোন দলের না সকল মুসলমানের।,2,2,2,3,2
জামাত জাতীয় বেইমান,2,2,2,3,2
জামায়াত এখন কাউকেই সহ্য করতে পারছেনা।,2,2,2,3,2
জামায়াত সর্বদা ফিতনা এবং মোনাফেকীতে ব্যাস্ত।,2,2,2,3,2
জাতীয় মসজিদ রাজনীতি বন্ধ করেন,2,2,2,3,2
"মসজিদে দরজায় দাঁড়িয়ে যারা মিথ্যা প্রচার করে,তারা আর যাই হউক, ইসলামি দল হতে পারে না।",2,2,2,3,2
জঙ্গি সংগঠন,2,2,2,3,2
জামাত হলো ধরুন্ধরদের একটা দল।,2,2,2,3,2
"সব ভালো কিন্তু ভেজাল ভালো না, জামাত ভেজাল ইসলাম প্রচার করে।",2,2,2,3,2
জামাতে ইসলামী না দিয়া জামাতে ভন্ডামি দেন,2,2,2,3,2
গো-আযমদের উত্তরসূরীদের লজ্জা নাই।,2,2,2,3,2
১৯৭১ এ পরাজিত শক্তি নতুন করে উত্থান বাংলাদেশ,2,2,2,3,2
